endtime_iso,endtime_video,fullscreen,id,label,starttime_iso,starttime_video,video_id,video_length,video_order,duration_fixation_aoi_face,duration_fixation_aoi_face_max,duration_fixation_aoi_out,duration_fixation_aoi_out_max,duration_fixation_aoi_slide,duration_fixation_aoi_slide_max,duration_fixation_aoi_subtitle,duration_fixation_aoi_subtitle_max,fixation_saccade_ratio,fixationduration_kurtosis,fixationduration_max,fixationduration_mean,fixationduration_median,fixationduration_min,fixationduration_range,fixationduration_skew,fixationduration_stddev,num_saccade_aoi_face_aoi2in,num_saccade_aoi_face_in2aoi,num_saccade_aoi_face_in2out,num_saccade_aoi_face_out2in,num_saccade_aoi_face_within,num_saccade_aoi_slide_aoi2in,num_saccade_aoi_slide_in2aoi,num_saccade_aoi_slide_in2out,num_saccade_aoi_slide_out2in,num_saccade_aoi_slide_within,num_saccade_aoi_subtitle_aoi2in,num_saccade_aoi_subtitle_in2aoi,num_saccade_aoi_subtitle_in2out,num_saccade_aoi_subtitle_out2in,num_saccade_aoi_subtitle_within,saccade_horizonratio,saccade_num,saccadeangel_kurtosis,saccadeangel_max,saccadeangel_mean,saccadeangel_median,saccadeangel_min,saccadeangel_range,saccadeangel_skew,saccadeangel_stddev,saccadedistance_kurtosis,saccadedistance_max,saccadedistance_mean,saccadedistance_median,saccadedistance_min,saccadedistance_range,saccadedistance_skew,saccadedistance_stddev,saccadeduration_kurtosis,saccadeduration_max,saccadeduration_mean,saccadeduration_median,saccadeduration_min,saccadeduration_range,saccadeduration_skew,saccadeduration_stddev
2017-04-12T09:28:47.772Z,38.540809,0.0,Anon01,0.0,2017-04-12T09:28:17.772Z,8.540809,Nuclear,400.921,1.0,0.15903432914,879.0,0.338312368973,2335.0,0.405791404612,1842.0,0.0968618972746,544.0,16.3601286174,5.81105357928,2335.0,500.459016393,320.0,174.0,2161.0,2.35901491439,425.448560732,0.0666666666667,0.0333333333333,0.05,0.0333333333333,0.05,0.0666666666667,0.1,0.1,0.116666666667,0.1,0.0333333333333,0.0333333333333,0.0666666666667,0.0666666666667,0.0666666666667,0.55737704918,60.0,-1.13867129209,359.5,166.814918033,178.31,0.0,359.5,0.091236837794,113.71602773,-1.16570230118,442.909697342,182.22980451,164.720593224,38.4707681233,404.438929219,0.302252811901,109.985749145,18.80886618,64.0,31.1,30.0,26.0,38.0,4.19458742188,5.71751694357
2017-04-12T09:29:34.224Z,85.0593229256134,0.0,Anon01,0.0,2017-04-12T09:29:04.224Z,55.0593229256,Nuclear,400.921,1.0,0.313013630813,888.0,0.48140202647,716.0,0.163404732829,617.0,0.0421796098881,434.0,12.3821005313,-0.303443658973,888.0,393.493506494,339.0,182.0,706.0,0.748968110894,162.867297059,0.0526315789474,0.0263157894737,0.144736842105,0.131578947368,0.105263157895,0.0263157894737,0.0394736842105,0.0526315789474,0.0657894736842,0.0789473684211,0.0131578947368,0.0263157894737,0.0263157894737,0.0394736842105,0.0,0.350649350649,76.0,-1.21235593591,357.73,195.264285714,174.56,0.78,356.95,0.0448844825104,103.899783201,0.866113844387,507.603191479,161.322417047,115.542983715,42.0594816896,465.54370979,1.41054114238,124.121858078,61.1985569101,107.0,32.1973684211,31.0,25.0,82.0,7.68781765478,8.95165338571
2017-04-12T09:30:35.276Z,146.13896398283387,0.0,Anon01,0.0,2017-04-12T09:30:05.276Z,116.138963983,Nuclear,400.921,1.0,0.0552748983073,597.0,0.484746096313,1160.0,0.311540480252,2491.0,0.148438525128,685.0,12.8516020236,21.8769581232,2491.0,385.873417722,315.0,167.0,2324.0,4.19251320369,322.261210471,0.0,0.0384615384615,0.0128205128205,0.0512820512821,0.0128205128205,0.0384615384615,0.025641025641,0.115384615385,0.102564102564,0.102564102564,0.025641025641,0.0,0.0897435897436,0.0769230769231,0.0769230769231,0.253164556962,78.0,-1.34906191546,348.44,186.19443038,173.99,8.13,340.31,-0.00539913272962,97.298071816,-0.796916216756,584.508340402,218.950039664,143.613116162,35.3553390593,549.153001343,0.750631454373,168.840717315,5.19660539158,46.0,30.4102564103,30.0,25.0,21.0,1.63684624868,3.31057318391
2017-04-12T09:31:36.727Z,206.331911,0.0,Anon01,0.0,2017-04-12T09:31:06.727Z,176.331911,Nuclear,400.921,1.0,0.408015837183,1374.0,0.17820303546,1112.0,0.376410933213,4515.0,0.0373701941444,456.0,6.90645238666,21.4326555194,4515.0,639.844444444,467.0,63.0,4452.0,4.24960910822,674.098408759,0.113636363636,0.0909090909091,0.159090909091,0.136363636364,0.159090909091,0.0681818181818,0.0909090909091,0.0227272727273,0.0681818181818,0.136363636364,0.0227272727273,0.0227272727273,0.0227272727273,0.0227272727273,0.0227272727273,0.444444444444,44.0,-1.16749539639,359.75,174.204666667,175.38,0.0,359.75,-0.0474373796039,112.892376765,0.573188789156,495.049492475,140.845534621,85.2996497087,17.691806013,477.357686462,1.27796015975,120.091495101,18.1424918192,1195.0,94.75,33.0,25.0,1170.0,4.14183968038,201.888034339
2017-04-12T09:32:33.103Z,263.93422694659426,0.0,Anon01,0.0,2017-04-12T09:32:03.103Z,233.934226947,Nuclear,400.921,1.0,0.0631377328922,880.0,0.100574612572,436.0,0.675848859481,7557.0,0.160438795055,773.0,10.3851717902,15.5079535221,7557.0,797.638888889,365.0,85.0,7472.0,3.89707024982,1350.19788987,0.0285714285714,0.0285714285714,0.0285714285714,0.0285714285714,0.0285714285714,0.114285714286,0.0857142857143,0.0571428571429,0.0285714285714,0.2,0.0857142857143,0.114285714286,0.0285714285714,0.0571428571429,0.2,0.527777777778,35.0,-1.27001035622,356.32,177.414444444,183.895,8.37,347.95,0.0105483910583,111.683709133,-0.93266430615,426.075110749,179.28147553,161.111762451,29.1204395571,396.954671192,0.412500353117,110.505376547,14.8775185428,774.0,79.0,35.0,25.0,749.0,3.83534409353,140.721609672
2017-04-12T09:33:34.025Z,323.57275,0.0,Anon01,1.0,2017-04-12T09:33:04.025Z,293.57275,Nuclear,400.921,1.0,0.0449124241805,632.0,0.402473931711,1185.0,0.441797860015,1588.0,0.110815784093,504.0,8.27347053848,8.82076228601,1588.0,386.131578947,318.0,176.0,1412.0,2.86664128295,258.203119865,0.0,0.0133333333333,0.0133333333333,0.0266666666667,0.0133333333333,0.04,0.0533333333333,0.106666666667,0.106666666667,0.213333333333,0.0533333333333,0.0266666666667,0.0933333333333,0.0666666666667,0.0133333333333,0.236842105263,75.0,-1.38452222726,357.61,181.221842105,195.55,1.35,356.26,-0.0448877462031,105.625927747,0.318370071145,534.577403189,167.479333266,130.908364897,35.0570962859,499.520306903,1.12850755476,117.543493774,57.784781859,672.0,47.2933333333,34.0,25.0,647.0,7.47332762313,76.0708044449
2017-04-12T09:34:11.537Z,362.089951,0.0,Anon01,0.0,2017-04-12T09:33:41.537Z,332.089951,Nuclear,400.921,1.0,0.13146424785,745.0,0.39224290258,1372.0,0.447697019673,3940.0,0.0285958298975,480.0,19.3923472302,14.9947378294,3940.0,595.719298246,418.0,183.0,3757.0,3.7764936694,643.094349423,0.0357142857143,0.0178571428571,0.125,0.107142857143,0.0357142857143,0.0178571428571,0.0178571428571,0.125,0.142857142857,0.142857142857,0.0,0.0178571428571,0.0178571428571,0.0357142857143,0.0178571428571,0.526315789474,56.0,-1.01170455654,354.74,154.258245614,157.93,1.25,353.49,0.232411147769,107.307080261,1.47058112131,523.779533774,160.344244989,135.321786938,36.235341864,487.54419191,1.32542997742,110.159664443,46.8421041083,83.0,31.2678571429,30.0,27.0,56.0,6.83936868483,7.11761163651
2017-04-12T09:40:29.560Z,41.821216,0.0,Anon01,0.0,2017-04-12T09:39:59.560Z,11.821216,Solar,468.0214058956916,2.0,0.634027565084,7860.0,0.1067381317,711.0,0.0786830015314,705.0,0.180551301685,724.0,22.0013477089,23.5426765315,7860.0,725.555555556,361.0,190.0,7670.0,4.66582863815,1217.94514665,0.159090909091,0.113636363636,0.0909090909091,0.0227272727273,0.0909090909091,0.0454545454545,0.0454545454545,0.0227272727273,0.0227272727273,0.0681818181818,0.0681818181818,0.113636363636,0.0227272727273,0.0681818181818,0.227272727273,0.422222222222,44.0,-1.23065276626,358.69,190.694,167.35,0.0,358.69,0.00290098222857,111.585938648,-1.13809500022,507.587430892,184.220998533,99.9748666851,37.3630833845,470.224347508,0.66992798711,146.657876673,27.6866512866,64.0,33.7272727273,33.0,29.0,35.0,5.02469096775,4.99710660084
2017-04-12T09:41:28.162Z,100.62706982833862,0.0,Anon01,0.0,2017-04-12T09:40:58.162Z,70.6270698283,Solar,468.0214058956916,2.0,0.681013492949,17861.0,0.170564066146,658.0,0.148422440905,1229.0,0.0,0.0,12.9868247694,40.4606668384,17861.0,838.893617021,404.0,162.0,17699.0,6.46026891418,2532.05055438,0.0217391304348,0.0869565217391,0.173913043478,0.260869565217,0.108695652174,0.0869565217391,0.0217391304348,0.108695652174,0.0217391304348,0.108695652174,0.0,0.0,0.0,0.0,0.0,0.255319148936,46.0,-1.16889665099,352.65,163.802340426,156.61,0.0,352.65,0.172561304032,99.8769039861,0.243014056454,426.87820277,154.909785101,135.791409686,35.0,391.87820277,1.07719684354,108.122524106,20.144028534,836.0,66.0,35.0,27.0,809.0,4.64706056326,143.156345058
2017-04-12T09:42:27.429Z,159.88924984931947,0.0,Anon01,0.0,2017-04-12T09:41:57.429Z,129.889249849,Solar,468.0214058956916,2.0,0.49037751004,3306.0,0.064,523.0,0.296546184739,1400.0,0.149076305221,784.0,16.6443850267,3.78508362209,3306.0,723.837209302,431.0,185.0,3121.0,1.97946318948,662.645891974,0.142857142857,0.0952380952381,0.0714285714286,0.0238095238095,0.0,0.0952380952381,0.0952380952381,0.0238095238095,0.0238095238095,0.333333333333,0.0,0.047619047619,0.0238095238095,0.0714285714286,0.166666666667,0.674418604651,42.0,-1.06755976358,357.95,231.906046512,207.1,4.76,353.19,-0.379884892166,108.591523121,-1.14630804411,436.033255612,178.661855188,145.319360717,35.2278299076,400.805425705,0.517130736921,126.403788279,33.9990458462,414.0,44.5238095238,32.0,28.0,386.0,5.89568686365,58.8530203518
